prec1_train,prec1_val,prec5_train,prec5_val,loss_train,loss_val
13.68800,20.67000,36.63800,48.60000,4.134177743225098,3.591219065475464
23.93600,28.94000,53.46800,59.63000,3.3589324600219728,3.068878630447388
30.61600,32.68000,62.33000,63.91000,2.954535057296753,2.860480292892456
35.84200,37.20000,68.01200,69.27000,2.6698644258117676,2.6488990768432616
39.84800,40.53000,72.14200,72.50000,2.4669338224029542,2.4887558937072756
43.46800,44.61000,75.43200,75.89000,2.3048367063903807,2.3055435123443604
45.94000,44.36000,77.75200,75.51000,2.1879506025695803,2.3379943305969237
48.09400,46.39000,79.35200,77.69000,2.0879617460632325,2.2128647525787355
50.36200,45.35000,81.16000,75.62000,1.9976715475463867,2.2851909412384033
51.72200,47.99000,82.29200,78.43000,1.9246497537994385,2.171728886795044
53.58800,49.24000,83.46600,79.23000,1.8501212741088868,2.1392262287139894
54.71800,51.82000,84.51600,81.34000,1.7985054771423339,1.9988082864761352
55.89000,52.02000,85.45800,81.36000,1.7447707989501953,1.9821289405822753
57.29400,53.51000,86.10800,83.04000,1.6970379009628296,1.937787035369873
58.41000,52.21000,86.68400,81.16000,1.6512842570495605,2.0280939865112306
59.18000,54.75000,87.57600,83.05000,1.6126140665817261,1.8919834692001343
60.35200,54.61000,88.08000,83.22000,1.574617499847412,1.9098355821609496
61.19400,56.84000,88.64000,85.08000,1.5380919068145753,1.7955265354156493
61.92600,57.42000,88.85800,84.84000,1.5079231872558594,1.792486975479126
62.58600,56.57000,89.46000,84.87000,1.4773334594726562,1.8307125858306885
63.64000,56.07000,89.87600,84.77000,1.44233120677948,1.86106082611084
64.23000,57.41000,90.29600,85.41000,1.4181967783737182,1.7951519386291503
64.53200,56.57000,90.65800,85.14000,1.3970622668457031,1.8012383659362794
65.37600,57.53000,90.85600,85.78000,1.3705972256851195,1.7552103538513184
65.67200,56.11000,91.29800,84.67000,1.3515242070007325,1.8332024341583253
66.39600,59.16000,91.48200,86.54000,1.3315005736923218,1.722187385749817
67.05400,58.35000,91.81400,85.74000,1.3093158995056153,1.7793596563339233
67.25200,59.29000,92.04000,86.66000,1.2946566991043091,1.7187807292938233
68.01000,59.16000,92.22400,86.42000,1.272846127090454,1.740715771484375
68.47800,58.22000,92.66000,85.30000,1.2493796000289916,1.8084759115219116
68.80000,58.95000,92.80200,86.27000,1.2323092685699464,1.7573427787780762
69.47000,57.95000,93.10800,85.24000,1.217357370185852,1.8276518711090088
69.80000,58.85000,93.39800,85.89000,1.2011774210739137,1.7598737073898316
70.04600,58.22000,93.45600,85.90000,1.191766552772522,1.8239304851531983
70.24200,60.28000,93.60600,86.34000,1.175979051437378,1.7515768617630005
70.80800,60.92000,93.59000,87.53000,1.161687629623413,1.6500867687225342
71.24200,59.62000,93.90600,86.35000,1.1453029372787475,1.778192531967163
71.50200,60.06000,94.00400,86.72000,1.1367812572097777,1.7324699272155761
72.00400,60.85000,94.34000,87.05000,1.120716031112671,1.7282161376953125
72.29400,59.82000,94.41000,86.13000,1.104265531692505,1.7823120212554933
72.04200,62.07000,94.48000,87.68000,1.1058055903625488,1.6658339832305908
72.84200,61.37000,94.67400,86.80000,1.088348917541504,1.7080417219161987
72.92200,61.02000,94.84200,87.25000,1.0753015547561646,1.6969252418518066
73.26600,60.78000,94.99400,87.12000,1.0669895583343505,1.7355645099639894
73.48200,61.87000,95.01000,87.36000,1.0602555125808715,1.6684557081222535
73.94000,62.08000,95.12400,87.67000,1.0437164067459106,1.6742996685028075
74.14200,62.46000,95.20200,87.59000,1.0340106965255738,1.6765902500152587
74.48200,63.05000,95.41600,88.61000,1.026763245124817,1.6105689752578736
74.74800,60.59000,95.42800,86.98000,1.021469680557251,1.7677265785217284
74.86200,59.45000,95.49800,86.24000,1.0113047786712646,1.8288015300750733
75.45800,62.19000,95.59000,87.88000,0.998551706829071,1.6784572353363036
74.99200,63.52000,95.67800,88.41000,0.9999364028549195,1.6185883163452148
75.29600,63.39000,95.76000,88.48000,0.9894061193847656,1.6501808561325073
75.48400,62.06000,95.88200,87.97000,0.9857030435562134,1.6651795734405517
75.75800,60.19000,95.92400,87.15000,0.9760936458587647,1.7763270666122437
76.53200,62.97000,96.01600,88.33000,0.9560849840164185,1.6731683750152588
76.09200,63.46000,96.13600,88.20000,0.9553150660324097,1.658426262664795
76.50800,61.58000,96.02600,87.85000,0.9568319106674195,1.7430970687866212
76.49600,62.16000,96.21800,87.57000,0.9487968396759033,1.7403862365722655
76.74800,59.60000,96.28000,86.39000,0.941373677444458,1.8286882312774657
