prec1_train,prec1_val,prec5_train,prec5_val,loss_train,loss_val
76.84400,62.98000,96.32200,88.67000,0.9356230937194824,1.6669429401397704
77.06000,62.39000,96.32600,88.07000,0.9291480000305176,1.6819868411064147
77.40200,62.81000,96.52000,88.59000,0.921471784362793,1.6481020133972168
77.58800,62.89000,96.60000,88.55000,0.9168407681655883,1.6644994148254395
77.67400,62.57000,96.55600,87.71000,0.9127921482658387,1.7498341236114503
77.63600,63.61000,96.74800,88.79000,0.905986326675415,1.6612987564086914
78.03400,62.91000,96.60400,88.18000,0.9015642213630676,1.7146115008354188
78.31000,59.48000,96.76400,85.81000,0.8905049507141113,1.8575542594909669
77.77600,64.43000,96.82400,88.80000,0.9011237283325195,1.5859020484924315
78.39200,63.18000,96.91200,87.90000,0.884534647102356,1.7107720100402832
78.43400,62.11000,96.87200,87.22000,0.8817506843566895,1.7617211137771607
78.53200,61.36000,96.91800,87.48000,0.8797139795875549,1.808486879348755
78.40800,62.96000,96.99200,88.28000,0.8792187199020386,1.7125164218902589
78.84800,61.56000,96.96400,87.25000,0.8656879146575928,1.7631082691192628
79.07000,62.70000,97.15000,88.15000,0.8640929483413696,1.7281600646972657
79.17600,63.02000,97.18200,87.93000,0.8549951991271972,1.7004584331512451
79.39600,62.07000,97.20000,88.08000,0.8522159212493896,1.7321299370765686
79.37400,63.08000,97.11400,87.97000,0.8488589294815063,1.7237684268951416
79.43000,63.51000,97.28400,88.55000,0.8471109448814392,1.687028963470459
79.56000,62.32000,97.23000,87.88000,0.8402390452766418,1.7454680068969726
79.68000,63.94000,97.27600,88.90000,0.8372955242538452,1.671194849395752
80.21200,63.42000,97.46400,88.32000,0.8249945865440369,1.742432734298706
80.01000,63.39000,97.43000,88.20000,0.8276846649932861,1.6917857555389404
79.92000,63.24000,97.50800,88.12000,0.8251857664871216,1.727140071105957
80.03600,64.71000,97.58800,88.98000,0.8242758181762695,1.6361506036758422
80.23000,62.66000,97.56400,87.75000,0.8186121838378906,1.729378038597107
80.33800,63.28000,97.54800,87.98000,0.817858925075531,1.7577339073181153
80.61000,62.30000,97.47800,87.69000,0.8113205867004395,1.7835387250900268
80.60400,63.39000,97.52400,88.10000,0.8079888844108581,1.7317827684402465
80.81400,63.54000,97.59600,88.64000,0.8050840154266358,1.7202204135894776
80.73600,64.08000,97.61000,88.28000,0.8035300733566284,1.719074663734436
80.93600,62.61000,97.69600,87.36000,0.7949566068840027,1.7676669773101807
80.94800,63.27000,97.69800,88.24000,0.7939157566261291,1.7221241287231446
81.06600,63.28000,97.70000,88.48000,0.7924718780899048,1.7007811155319215
80.98200,63.33000,97.81400,88.20000,0.791166739616394,1.7141481615066527
81.14200,63.96000,97.64600,88.76000,0.7853822825431823,1.685849842071533
81.20200,64.59000,97.89200,88.95000,0.7821867078781128,1.6645160217285155
81.77200,64.46000,97.96000,88.41000,0.7719972440719605,1.6952053880691529
81.30800,64.24000,97.86600,88.60000,0.7782184662628174,1.7182737174987792
81.51200,62.12000,97.94800,86.78000,0.7740172306537628,1.8325668502807617
81.58200,61.87000,97.90000,87.11000,0.7690879331588745,1.8038056678771972
81.60600,62.94000,97.97800,88.13000,0.7744731259155273,1.7470240478515624
81.88600,64.04000,98.02800,88.78000,0.7635105148696899,1.6941243944168092
82.01000,63.81000,97.90600,88.70000,0.7651812538337708,1.715391452217102
81.99800,61.96000,98.08800,87.59000,0.7573119989395142,1.8333583282470702
82.07000,64.03000,98.14400,88.03000,0.7548117030334472,1.7351727766036988
82.37600,64.96000,98.13200,89.11000,0.7491203196716308,1.6622709802627564
82.27600,64.81000,98.15000,89.04000,0.7516228283309937,1.668284564590454
82.40200,62.74000,98.06800,88.55000,0.7497576245117188,1.7460086437225342
81.93800,65.19000,98.03400,89.08000,0.7604021542358398,1.6377275310516357
82.54000,62.83000,98.07800,87.99000,0.7453522048568726,1.792496989440918
82.35800,63.09000,98.13000,87.79000,0.7472309370803834,1.814956077194214
82.60600,64.22000,98.21400,88.63000,0.7384758533668518,1.7264170654296875
82.67000,63.81000,98.13600,88.31000,0.7384798936843872,1.7997757183074952
82.90400,64.02000,98.31200,88.98000,0.7330752653503418,1.73985665473938
83.13000,63.82000,98.21600,88.22000,0.7253794206047058,1.719282820892334
82.80200,62.33000,98.18600,88.23000,0.734935998325348,1.7837770217895508
82.98000,62.19000,98.36200,87.41000,0.7232723101902008,1.8730545169830322
83.17400,64.02000,98.36400,87.94000,0.7223136346626282,1.7385023218154907
83.02200,64.82000,98.33400,88.39000,0.7211199872207642,1.7093485013008118
83.02400,63.92000,98.32800,88.21000,0.7264269998168945,1.7912235668182372
83.03000,63.54000,98.39200,88.20000,0.7226703185653687,1.7399675645828248
83.28200,63.74000,98.39200,88.49000,0.7162354936408997,1.756518112373352
83.50000,65.01000,98.39200,89.12000,0.7141819606018066,1.7137752937316895
83.43800,63.86000,98.43400,87.77000,0.7135334167861939,1.7517397186279298
83.38800,64.80000,98.35800,88.78000,0.7174421335220337,1.6829480529785157
83.19800,64.32000,98.51000,88.82000,0.712510122795105,1.716540869140625
83.81800,61.96000,98.49800,86.52000,0.7043005524063111,1.8779654830932617
83.78400,64.06000,98.47600,88.12000,0.7028611013412476,1.7717398374557496
83.56200,63.00000,98.43600,88.30000,0.705582130241394,1.8347696254730224
83.41800,62.91000,98.34400,87.65000,0.7140465726661682,1.8063645252227782
83.62600,62.92000,98.43600,87.28000,0.7097502381896973,1.8016415697097778
83.98600,63.97000,98.52600,88.64000,0.6969142433166504,1.7303114990234374
83.66600,62.84000,98.54200,87.97000,0.7020078817749024,1.7789202600479126
83.82000,62.76000,98.51000,87.64000,0.696979635848999,1.8257154766082764
84.01600,66.04000,98.56400,89.68000,0.6922213427352906,1.6407407903671265
83.68000,63.45000,98.53600,87.85000,0.7019331232452393,1.817435125732422
83.90800,63.81000,98.55600,88.25000,0.6918386800575257,1.7294386631011962
84.33400,63.62000,98.59000,88.54000,0.6852000031471253,1.7793368099212648
84.77200,63.52000,98.68600,88.45000,0.6730810326766967,1.8084956638336183
84.25000,62.97000,98.55000,87.93000,0.682995089893341,1.8072693504333497
84.24800,64.43000,98.66000,88.59000,0.6845366826438903,1.720811598587036
84.63800,62.48000,98.62600,87.58000,0.6739523397254944,1.871174658203125
84.35000,63.69000,98.74000,88.78000,0.6812967720603943,1.7631531866073609
84.51800,62.40000,98.66200,87.61000,0.6758203032302856,1.876815556716919
84.11600,63.39000,98.72200,88.65000,0.6810319172668458,1.7296485877990722
84.50800,65.59000,98.62800,89.08000,0.679358673915863,1.6875935523986816
84.65400,63.32000,98.65800,88.67000,0.6728423271560668,1.7925736129760743
84.51000,63.46000,98.62800,88.51000,0.6739630806159973,1.7844384603500367
85.11800,63.93000,98.67200,88.72000,0.6659010498046875,1.7404173538208008
